#SYMBOL;#TYPE;#NOTUSED;#NOTUSED;#COMMENT
#READ;;;;
BEFEHL;INT;0;0;
PROGRAMMTYP;INT;0;0;
PROGRAMMVERSION;STRING [4];0;0;
#END;;;;
#WRITE;;;;
LEBENSZAECHLER;INT;0;0;
ANTWORT;INT;0;0;
STATUS;INT;0;0;
PROGRAMMTYPAKTIV;INT;0;0;
VERSION;STRING [30];0;0;
FEHLERCODE;INT;0;0;
#END;;;;
